"matchId","player","season","month_year","totalpointsWon","totalpointsPlayed","completedmatch","won_match","winners","forced_errors","unforced_errors","aces","double_faults","break_pointW","break_pointT","firstservesin","totalfirstserves","firstserve_won","firstservein_total","second_serves_in","second_serves_inorout","second_serve_won","second_serve_denom","firstserve_returns_in","firstserve_returns","sec_serve_returns_in","sec_serve_returns","short_rallies_won","short_rallies","med_rallies_won","med_rallies","long_rallies_won","long","service_games_won","service_games","Long","Long_unforced","Long_forced","Long_fault","Net","Net_unforced","Net_forced","Net_fault","WinnersAllowed","winner_forehand","winner_backhand","winner_volley","forcederror_forehand","forcederror_backhand","forcederror_volley","unforcederror_forehand","unforcederror_backhand","unforcederror_volley","Hometown"
"61ee18e44200004f00cd4966","Nell Miller",4,"Jan, 2022",56,93,1,1,12,17,23,0,6,7,15,27,44,19,27,11,17,6,17,26,28,7,8,36,56,11,22,9,15,5,7,15,10,3,2,20,13,3,4,2,2,4,6,14,2,1,17,6,0,"KENT, ENGLAND"
"61f5af624000004a0058770e","Nell Miller",4,"Jan, 2022",65,108,1,1,17,24,15,3,5,7,12,34,56,22,34,17,22,9,22,29,32,16,18,42,73,17,27,6,8,6,9,15,5,7,3,19,10,7,2,9,4,7,6,14,9,1,7,6,2,"KENT, ENGLAND"
"61fb1183410000490081172d","Nell Miller",4,"Jan, 2022",47,75,1,1,13,22,7,0,5,5,10,24,37,17,24,8,13,7,13,23,26,11,12,24,42,17,21,6,12,6,7,12,4,7,1,12,3,5,4,4,6,4,3,11,9,2,4,3,0,"KENT, ENGLAND"
"62017a274100003300453048","Nell Miller",4,"Feb, 2022",59,104,1,1,14,0,25,3,7,6,12,25,48,19,25,16,23,7,23,30,31,19,23,36,60,10,20,13,24,6,9,13,9,1,3,21,16,1,4,11,3,7,4,0,0,0,12,13,0,"KENT, ENGLAND"
"620181a44100003400453052","Nell Miller",4,"Feb, 2022",44,61,1,1,6,3,9,10,1,6,10,19,26,15,19,6,7,5,7,21,24,9,9,37,48,7,11,0,2,5,5,8,4,4,0,6,5,0,1,3,4,1,1,3,0,0,7,2,0,"KENT, ENGLAND"
"62150dc64500004900cc8887","Nell Miller",4,"Feb, 2022",58,96,1,1,5,16,17,5,5,7,11,28,44,20,28,11,16,6,16,20,22,23,26,44,65,9,25,5,6,5,8,10,6,4,0,21,11,5,5,7,3,2,0,6,9,1,7,9,1,"KENT, ENGLAND"
"6217b1d642000033002ff9b6","Nell Miller",4,"Feb, 2022",58,94,1,1,13,6,22,4,4,5,10,21,41,18,21,16,20,10,20,25,32,14,14,41,64,9,19,8,11,7,8,12,10,1,1,16,12,1,3,8,3,7,3,4,1,1,7,13,2,"KENT, ENGLAND"
"6218fc8742000034002ff9f1","Nell Miller",4,"Feb, 2022",87,176,0,0,14,20,30,1,16,8,18,46,83,29,46,21,37,10,37,57,60,21,25,51,94,20,41,16,41,8,15,33,18,11,4,38,12,14,12,18,2,8,4,8,11,1,16,12,2,"KENT, ENGLAND"
"62244faa450000901f833348","Nell Miller",4,"Mar, 2022",65,111,1,1,11,15,28,0,7,8,11,39,62,19,39,16,23,11,23,30,32,9,11,31,58,14,22,20,31,4,10,20,14,4,2,24,14,5,5,2,3,3,5,8,6,1,16,10,2,"KENT, ENGLAND"
"622577f745000047fa83337e","Nell Miller",4,"Mar, 2022",104,205,1,1,19,25,46,5,13,8,14,61,107,43,61,33,46,15,46,67,75,17,20,57,107,26,54,21,44,10,17,46,33,6,7,36,13,17,6,19,2,12,5,14,9,2,22,18,6,"KENT, ENGLAND"
"6228dfc7440000e902214119","Nell Miller",4,"Mar, 2022",91,178,1,1,29,2,52,1,10,5,8,48,89,31,48,31,41,20,41,49,57,20,26,43,91,19,41,29,46,11,16,29,26,1,2,37,26,3,8,21,4,16,9,1,1,0,28,24,0,"KENT, ENGLAND"
"624955174000009892551ee5","Nell Miller",4,"Apr, 2022",94,182,1,0,23,16,46,0,10,5,15,62,91,40,62,19,29,13,29,42,55,32,33,39,86,31,49,24,47,10,16,39,23,10,6,35,23,8,4,14,4,11,8,2,12,2,15,27,4,"KENT, ENGLAND"
"624a66da40000028af551f2f","Nell Miller",4,"Apr, 2022",37,95,1,0,3,2,29,0,5,4,10,29,43,13,29,9,14,2,14,29,35,13,15,16,48,12,26,9,21,1,8,16,14,0,2,22,15,4,3,20,1,2,0,0,2,0,17,11,1,"KENT, ENGLAND"
"625a47e0400000e364c4e2f5","Nell Miller",4,"Apr, 2022",53,79,1,1,5,0,9,0,10,7,8,22,41,18,22,9,19,7,19,19,22,8,8,39,59,9,13,5,7,5,7,3,1,0,2,17,8,1,8,6,1,1,3,0,0,0,7,1,1,"KENT, ENGLAND"
"625b3600400000ad81c4e30b","Nell Miller",4,"Apr, 2022",92,183,1,1,14,4,58,1,9,8,13,62,91,39,62,20,29,7,29,60,66,25,25,57,104,23,51,12,28,7,15,35,25,3,7,39,33,4,2,17,1,4,9,3,1,0,19,34,5,"KENT, ENGLAND"
"62793238410000658336693f","Nell Miller",4,"May, 2022",35,55,1,1,8,2,16,3,1,2,5,20,27,15,20,6,7,5,7,15,16,9,10,25,41,5,9,5,5,5,5,7,6,0,1,10,10,0,0,3,2,2,4,1,0,1,6,8,2,"KENT, ENGLAND"
"627932424100006383366945","Nell Miller",4,"May, 2022",72,131,1,1,21,16,34,0,6,7,13,47,64,30,47,11,17,6,17,43,49,16,16,32,59,19,33,21,39,8,12,20,16,3,1,26,18,3,5,13,5,10,6,2,13,1,22,9,3,"KENT, ENGLAND"
"63f40ffc460000d93ef7d715","Nell Miller",5,"Jan, 2023",75,135,1,1,12,2,33,2,4,5,7,53,74,35,53,17,21,6,21,40,43,13,14,40,80,22,35,13,20,5,11,20,18,0,2,18,15,1,2,22,0,8,4,1,0,1,18,13,2,"KENT, ENGLAND"
"64185b1e41000019210a31f3","Nell Miller",5,"Mar, 2023",82,157,1,1,11,43,32,1,6,7,15,49,80,35,49,25,31,7,31,44,45,22,26,42,76,22,39,18,42,8,13,31,13,15,3,36,19,14,3,8,2,5,4,24,15,4,13,18,1,"KENT, ENGLAND"
"61ee17014200003200cd495e","Sophie Abrams",4,"Jan, 2022",71,129,1,1,19,7,35,3,5,3,8,32,68,25,32,31,36,19,36,20,33,24,27,43,90,25,35,3,4,9,11,29,23,3,3,19,12,5,2,10,9,6,4,3,2,2,16,18,1,"GERMANTOWN, TENN."
"61ee18e64200004c00cd4967","Sophie Abrams",4,"Jan, 2022",52,88,1,1,14,16,16,1,4,6,11,17,45,10,17,24,28,16,28,28,33,8,10,30,56,16,21,6,11,6,7,20,10,7,3,14,6,7,1,2,6,2,6,8,8,0,9,5,2,"GERMANTOWN, TENN."
"61fb1184410000340081172e","Sophie Abrams",4,"Jan, 2022",51,79,1,1,18,10,24,2,1,5,7,19,38,17,19,18,19,11,19,18,23,9,16,32,52,16,23,3,4,7,7,13,13,0,0,13,11,1,1,2,6,4,8,7,3,0,14,6,4,"GERMANTOWN, TENN."
"62017a294100003200453049","Sophie Abrams",4,"Feb, 2022",67,135,1,1,31,18,38,1,4,2,8,35,70,25,35,31,35,17,35,34,50,7,11,37,85,21,37,9,13,8,10,36,24,10,2,24,14,8,2,8,16,7,8,14,3,1,12,22,4,"GERMANTOWN, TENN."
"620181a64100003100453053","Sophie Abrams",4,"Feb, 2022",55,88,1,1,9,0,23,0,2,5,9,23,48,19,23,23,25,12,25,21,27,8,9,33,54,11,20,11,14,6,8,20,18,0,2,5,5,0,0,8,7,2,0,0,0,0,14,9,0,"GERMANTOWN, TENN."
"62150dfd4500004a00cc8888","Sophie Abrams",4,"Feb, 2022",55,95,1,1,17,0,25,2,3,5,11,26,47,19,26,18,21,11,21,25,30,12,16,35,63,14,22,6,10,7,8,16,14,0,2,13,11,1,1,11,4,7,6,0,0,0,12,10,3,"GERMANTOWN, TENN."
"6218fd4242000033002ff9f2","Sophie Abrams",4,"Feb, 2022",54,119,1,0,20,1,41,0,4,2,5,45,62,26,45,13,17,5,17,22,34,10,18,30,77,13,28,11,14,6,11,31,29,0,2,15,12,1,2,19,7,3,10,0,1,0,28,11,2,"GERMANTOWN, TENN."
"621cedd74300005c72219d83","Sophie Abrams",4,"Feb, 2022",79,163,1,1,18,6,56,0,5,3,9,45,79,28,45,29,34,18,34,39,55,20,25,40,98,24,37,15,28,10,13,40,35,2,3,26,21,3,2,18,4,2,12,1,2,3,31,16,9,"GERMANTOWN, TENN."
"62244fac450000901f833349","Sophie Abrams",4,"Mar, 2022",55,98,1,1,18,2,37,3,1,6,10,25,49,17,25,23,24,12,24,20,28,14,17,31,60,19,26,5,12,6,8,24,23,0,1,15,14,1,0,4,8,6,4,0,1,1,17,18,2,"GERMANTOWN, TENN."
"622577f84500004bfa83337f","Sophie Abrams",4,"Mar, 2022",50,105,1,0,11,13,43,1,2,2,7,24,50,12,24,24,26,16,26,31,43,7,11,30,72,12,19,8,14,5,9,33,26,5,2,18,17,1,0,4,2,0,9,10,3,0,19,22,2,"GERMANTOWN, TENN."
"622579c945000047fa833387","Sophie Abrams",4,"Mar, 2022",78,149,1,1,17,0,48,2,1,8,10,45,69,22,45,23,24,13,24,37,48,20,25,57,103,15,36,6,10,6,12,32,31,0,1,17,17,0,0,22,11,4,2,0,0,0,24,21,3,"GERMANTOWN, TENN."
"6228dfc8440000e90221411a","Sophie Abrams",4,"Mar, 2022",68,130,1,1,10,5,41,0,3,6,17,33,61,18,33,25,28,14,28,40,49,13,14,44,84,19,37,5,9,6,10,34,29,2,3,18,12,6,0,10,3,2,5,4,1,0,23,17,1,"GERMANTOWN, TENN."
"624956f6400000dd92551ee9","Sophie Abrams",4,"Apr, 2022",98,193,1,0,36,22,75,3,7,6,17,53,89,36,53,29,36,15,36,46,68,24,31,47,109,38,59,13,25,10,16,54,43,5,6,35,32,2,1,6,11,4,21,11,2,9,53,12,10,"GERMANTOWN, TENN."
"624a68b3400000a0af551f31","Sophie Abrams",4,"Apr, 2022",83,169,1,1,24,28,57,0,6,8,13,50,82,33,50,26,32,9,32,55,66,10,16,47,103,21,36,15,30,9,15,45,38,3,4,30,19,9,2,11,9,2,13,20,4,4,42,12,3,"GERMANTOWN, TENN."
"625a47e5400000c666c4e2f6","Sophie Abrams",4,"Apr, 2022",74,127,1,1,22,2,46,2,1,4,11,35,59,27,35,23,24,15,24,33,43,15,22,40,73,28,43,6,11,8,11,33,32,0,1,14,14,0,0,6,10,4,8,0,2,0,27,15,4,"GERMANTOWN, TENN."
"625b36024000008682c4e30c","Sophie Abrams",4,"Apr, 2022",71,134,1,1,27,11,44,1,4,7,20,40,64,26,40,20,24,10,24,24,42,20,23,49,92,13,27,9,15,7,10,33,30,1,2,19,14,3,2,11,20,4,3,7,4,0,28,15,1,"GERMANTOWN, TENN."
"627934114100006283366947","Sophie Abrams",4,"May, 2022",75,140,1,1,14,7,41,4,1,4,7,45,72,30,45,26,27,15,27,28,43,16,19,47,84,17,33,11,23,10,12,23,20,2,1,27,21,6,0,15,5,2,7,5,1,1,22,12,7,"GERMANTOWN, TENN."
"63d037f340000080b9133419","Sophie Abrams",5,"Nov, 2022",44,103,1,0,24,12,17,1,2,1,4,28,53,15,28,23,25,11,25,20,32,16,18,20,63,19,31,5,9,5,9,24,11,11,2,15,6,9,0,20,6,7,11,5,5,2,6,9,2,"GERMANTOWN, TENN."
"63d037f640000029c113341b","Sophie Abrams",5,"Nov, 2022",56,95,1,1,20,18,24,0,1,5,9,22,50,18,22,27,28,12,28,18,23,12,15,31,55,14,25,11,15,7,9,20,13,6,1,17,11,6,0,2,7,6,7,6,10,2,10,13,1,"GERMANTOWN, TENN."
"63d5a559410000094fc516e4","Sophie Abrams",5,"Jan, 2023",53,89,1,1,10,9,25,4,1,4,8,29,41,24,29,11,12,6,12,22,33,13,14,32,58,12,21,9,10,7,8,20,18,1,1,12,7,5,0,4,4,1,5,5,3,1,14,8,3,"GERMANTOWN, TENN."
"63d71a7840000034009fd136","Sophie Abrams",5,"Jan, 2023",89,182,1,1,23,31,29,1,3,4,8,56,97,30,56,38,41,19,41,40,57,20,22,58,117,23,49,8,16,8,16,49,20,27,2,28,9,18,1,16,5,10,8,22,8,1,13,13,3,"GERMANTOWN, TENN."
"63def0bb4100004891d05f53","Sophie Abrams",5,"Feb, 2023",55,89,1,1,26,12,23,0,2,5,8,28,47,19,28,17,19,8,19,25,30,11,12,25,46,21,29,9,14,6,8,16,14,1,1,12,9,2,1,6,16,5,5,5,5,2,6,17,0,"GERMANTOWN, TENN."
"63e054fd410000c8e1d05fa0","Sophie Abrams",5,"Feb, 2023",54,84,1,1,11,6,25,2,1,5,12,26,43,18,26,16,17,13,17,21,26,9,11,33,51,17,26,4,7,7,8,13,12,1,0,15,13,1,1,2,7,3,1,5,1,0,11,11,3,"GERMANTOWN, TENN."
"63f40f66460000df41f7d713","Sophie Abrams",5,"Jan, 2023",52,92,1,1,14,18,21,2,0,5,10,23,44,17,23,21,21,11,21,26,32,10,12,40,67,7,9,5,16,7,8,23,15,8,0,15,6,9,0,2,7,5,2,10,6,2,12,8,1,"GERMANTOWN, TENN."
"63f41270460000863ef7d71b","Sophie Abrams",5,"Feb, 2023",66,125,1,1,14,9,48,2,3,6,16,33,62,20,33,26,29,13,29,30,39,11,12,40,76,12,24,14,25,8,10,29,27,0,2,22,21,0,1,8,8,2,4,5,4,0,18,27,3,"GERMANTOWN, TENN."
"6402bf9946000022a0f7da3b","Sophie Abrams",5,"Mar, 2023",41,101,1,0,19,1,54,1,1,3,3,32,53,14,32,20,21,7,21,29,39,9,9,25,58,8,27,8,16,3,10,39,38,0,1,16,16,0,0,5,13,6,0,0,0,1,26,26,2,"GERMANTOWN, TENN."
"6404f5d3460000a1c4f7da56","Sophie Abrams",5,"Mar, 2023",64,123,1,1,7,17,40,1,3,6,16,36,58,19,36,19,22,12,22,32,43,16,19,36,79,13,26,15,18,6,9,36,28,6,2,17,12,4,1,6,1,2,4,9,6,2,24,15,1,"GERMANTOWN, TENN."
"6406097a410000c40a9fcbaa","Sophie Abrams",5,"Mar, 2023",55,82,1,1,9,1,22,1,1,3,5,19,36,18,19,16,17,13,17,19,25,11,17,38,57,11,15,6,10,7,8,18,17,0,1,5,5,0,0,4,6,0,3,0,1,0,12,10,0,"GERMANTOWN, TENN."
"64185ae1410000c8200a31f2","Sophie Abrams",5,"Mar, 2023",86,171,1,0,29,44,56,1,0,4,13,47,91,31,47,44,44,19,44,34,48,24,29,41,95,28,45,17,31,10,14,53,34,19,0,26,22,4,0,6,9,5,15,27,15,2,25,27,4,"GERMANTOWN, TENN."
"642c35f9410000b6390a35d0","Sophie Abrams",5,"Apr, 2023",49,74,1,1,11,20,9,0,3,6,11,25,40,18,25,12,15,7,15,16,18,10,13,32,50,13,19,4,5,6,7,13,7,4,2,9,2,6,1,3,5,2,4,17,3,0,5,4,0,"GERMANTOWN, TENN."
"64359d7e4100009afe0a378d","Sophie Abrams",5,"Apr, 2023",46,100,1,0,20,5,43,2,2,2,3,36,53,22,36,15,17,5,17,24,30,10,13,28,58,11,26,7,16,5,10,23,22,0,1,23,21,1,1,8,7,2,11,2,3,0,18,20,5,"GERMANTOWN, TENN."
"643b323a41000000640a3834","Sophie Abrams",5,"Apr, 2023",48,99,1,0,12,1,36,1,2,1,6,30,49,20,30,17,19,7,19,25,35,10,12,33,70,12,23,3,6,4,9,25,23,1,1,14,13,0,1,12,3,1,8,0,0,1,21,12,3,"GERMANTOWN, TENN."
"643c6b5c410000a9470a3878","Sophie Abrams",5,"Apr, 2023",67,118,1,1,19,2,35,1,2,2,6,31,53,22,31,20,22,15,22,25,38,18,22,51,89,13,23,3,6,9,10,23,21,0,2,17,14,3,0,11,7,7,5,1,0,1,21,11,3,"GERMANTOWN, TENN."
"645694db3900007e54ce6f8c","Sophie Abrams",5,"May, 2023",40,73,0,0,20,2,32,1,1,4,7,23,39,15,23,15,16,7,16,21,29,3,5,20,45,11,17,9,11,5,7,19,18,0,1,14,14,0,0,0,6,3,11,0,1,1,14,12,6,"GERMANTOWN, TENN."
"6456d49a390000f244ce6f9a","Sophie Abrams",5,"May, 2023",55,92,1,1,13,21,16,1,3,4,9,26,45,19,26,16,19,13,19,21,31,8,12,38,68,13,19,4,5,8,8,23,10,10,3,13,6,7,0,1,6,2,5,16,3,2,6,9,1,"GERMANTOWN, TENN."
"64600b523900003ea3ce70a8","Sophie Abrams",5,"May, 2023",53,73,1,1,15,9,15,2,1,5,7,17,32,15,17,14,15,13,15,19,23,13,15,35,50,13,16,5,7,7,7,10,10,0,0,6,5,0,1,4,9,3,3,4,4,1,8,7,0,"GERMANTOWN, TENN."
"6512f7b140000050009cbfd0","Sophie Abrams",6,"Sep, 2023",44,99,1,0,10,17,29,1,6,3,7,21,50,9,21,23,29,13,29,24,30,10,15,31,69,8,17,5,13,3,9,29,15,9,5,23,14,8,1,3,5,2,3,10,7,0,11,17,1,"GERMANTOWN, TENN."
"6512f7b340000031009cbfd1","Sophie Abrams",6,"Sep, 2023",60,95,1,1,24,6,33,4,0,5,12,31,43,23,31,12,12,7,12,25,33,13,17,40,61,14,18,6,16,7,9,20,20,0,0,13,13,0,0,2,10,8,6,5,0,1,11,18,4,"GERMANTOWN, TENN."
"65a814d93d00001de60165dc","Sophie Abrams",6,"Jan, 2024",50,72,1,1,14,6,19,3,1,5,8,20,33,19,20,12,13,7,13,21,26,9,10,23,37,20,26,7,9,7,7,13,12,0,1,7,7,0,0,2,3,3,8,2,2,2,8,9,2,"GERMANTOWN, TENN."
"65ac3dd13d0000ac26016689","Sophie Abrams",6,"Jan, 2024",53,80,1,1,11,16,17,1,4,6,8,25,41,18,25,12,16,8,16,21,25,11,11,39,58,9,15,5,7,6,8,12,8,1,3,11,9,1,1,4,5,3,3,13,3,0,8,6,3,"GERMANTOWN, TENN."
"65ac83373d0000be27016695","Sophie Abrams",6,"Jan, 2024",58,97,1,1,18,17,14,1,2,7,13,30,45,20,30,13,15,5,15,31,41,10,11,32,56,18,27,8,14,5,8,22,9,11,2,13,5,8,0,4,9,6,3,14,2,1,7,7,0,"GERMANTOWN, TENN."
"65b69cd93d0000a1cc0168da","Sophie Abrams",6,"Jan, 2024",49,67,1,1,10,8,15,1,0,5,6,23,35,18,23,12,12,10,12,13,16,8,11,34,47,11,15,4,5,7,7,8,7,1,0,8,8,0,0,2,6,2,2,5,2,1,9,6,0,"GERMANTOWN, TENN."
"65b6f1343d000061d60168f8","Sophie Abrams",6,"Jan, 2024",98,185,1,1,21,31,49,4,1,6,13,56,90,36,56,33,34,19,34,62,70,17,24,72,124,19,49,7,12,12,16,46,34,11,1,27,15,12,0,14,6,7,8,27,4,0,19,26,4,"GERMANTOWN, TENN."
"65bee5bb3a00004500c132e1","Sophie Abrams",6,"Feb, 2024",85,151,1,1,21,27,27,2,4,6,13,45,74,34,45,25,29,14,29,27,39,24,33,61,107,19,32,5,12,10,13,33,19,11,3,19,8,10,1,14,6,7,8,18,8,1,13,13,1,"GERMANTOWN, TENN."
"65c9112e3c00008a55fe4109","Sophie Abrams",6,"Feb, 2024",50,112,1,0,16,7,48,1,3,3,12,33,52,16,33,16,19,6,19,43,48,8,10,29,63,14,31,7,18,3,9,30,28,0,2,22,20,1,1,10,8,3,5,4,1,2,24,18,6,"GERMANTOWN, TENN."
"65c9b0973c0000d363fe4162","Sophie Abrams",6,"Feb, 2024",75,144,1,1,31,3,40,7,3,3,8,48,73,37,48,22,25,13,25,28,47,16,21,50,98,15,32,10,14,11,12,23,19,2,2,23,21,1,1,23,11,8,12,1,2,0,18,21,1,"GERMANTOWN, TENN."
"65d54943360000430021df3e","Sophie Abrams",6,"Feb, 2024",97,194,0,0,23,11,58,6,4,5,14,67,101,41,67,30,34,15,34,45,63,22,26,64,124,26,52,7,18,12,16,38,32,5,1,36,26,7,3,23,8,7,8,5,4,2,20,36,2,"GERMANTOWN, TENN."
"6623ebbf380000dec0c4624f","Sophie Abrams",6,"Apr, 2024",38,56,0,0,11,7,12,4,0,5,9,10,25,8,10,15,15,7,15,17,20,7,8,31,42,6,13,1,1,3,5,12,10,2,0,2,2,0,0,4,4,4,3,3,3,1,6,6,0,"GERMANTOWN, TENN."
"662a9932380000f415c463be","Sophie Abrams",6,"Apr, 2024",82,163,1,1,15,4,57,11,2,4,8,46,82,32,46,34,36,17,36,34,51,18,24,73,139,7,19,2,5,9,12,31,27,2,2,32,30,2,0,18,9,5,1,3,0,1,32,22,3,"GERMANTOWN, TENN."
"6032c408420000f22117d8d6","Amelia Rajecki",3,"Feb, 2021",100,203,1,1,29,0,70,0,6,4,8,62,102,42,62,34,40,18,40,49,61,35,38,55,111,29,62,16,30,13,17,35,31,0,4,41,39,0,2,27,14,1,14,0,0,0,45,20,5,"NOTTINGHAM, ENGLAND"
"603311d34200009db717d8ea","Amelia Rajecki",3,"Feb, 2021",82,168,1,0,15,0,58,6,4,4,9,54,87,32,54,29,33,16,33,48,58,18,21,45,91,20,42,17,35,8,13,38,34,0,4,25,24,1,0,23,8,0,7,0,0,0,42,16,0,"NOTTINGHAM, ENGLAND"
"613f813d420000186838259a","Amelia Rajecki",4,"Sep, 2021",51,108,1,0,3,21,33,1,4,2,7,29,52,16,29,19,23,12,23,23,32,14,19,37,78,9,22,5,8,4,9,32,24,7,1,16,9,4,3,9,3,0,0,20,1,0,23,9,1,"NOTTINGHAM, ENGLAND"
"6140be2042000093d43825af","Amelia Rajecki",4,"Sep, 2021",58,106,1,1,11,8,39,1,5,3,9,36,53,28,36,12,17,10,17,18,32,13,20,38,76,15,24,5,6,9,10,24,22,0,2,21,17,1,3,3,6,1,4,6,0,2,24,13,2,"NOTTINGHAM, ENGLAND"
"6140c0004200008fd43825b4","Amelia Rajecki",4,"Sep, 2021",91,168,1,1,20,21,44,6,9,5,6,44,88,32,44,35,44,22,44,42,54,15,19,74,125,11,28,6,15,10,14,46,30,11,5,24,14,6,4,7,16,2,2,18,2,1,29,14,1,"NOTTINGHAM, ENGLAND"
"61ee17034200004e00cd495f","Amelia Rajecki",4,"Jan, 2022",77,146,1,0,16,28,29,5,3,5,10,50,74,36,50,21,24,8,24,39,47,18,20,55,94,18,35,4,17,8,13,31,18,11,2,25,11,13,1,13,9,4,3,25,3,0,21,8,0,"NOTTINGHAM, ENGLAND"
"61ee18e84200004f00cd4968","Amelia Rajecki",4,"Jan, 2022",69,124,1,1,10,0,41,3,3,7,11,46,64,26,46,15,18,8,18,44,50,9,9,38,66,14,29,17,29,6,11,24,24,0,0,21,17,1,3,10,6,1,3,0,0,0,25,14,2,"NOTTINGHAM, ENGLAND"
"61fb1186410000350081172f","Amelia Rajecki",4,"Jan, 2022",54,81,1,1,9,9,19,1,1,6,12,27,37,21,27,9,10,5,10,30,33,8,9,33,52,16,20,5,9,6,7,13,13,0,0,8,6,1,1,6,2,1,6,4,2,3,4,12,3,"NOTTINGHAM, ENGLAND"
"62017a2a410000310045304a","Amelia Rajecki",4,"Feb, 2022",51,85,1,1,8,7,28,2,2,5,10,24,39,19,24,13,15,8,15,27,31,5,8,36,55,7,14,8,16,7,8,18,17,0,1,13,11,1,1,3,3,1,4,5,1,1,15,9,4,"NOTTINGHAM, ENGLAND"
"620181a84100003300453054","Amelia Rajecki",4,"Feb, 2022",48,66,1,1,7,4,12,5,1,6,9,19,33,16,19,13,14,8,14,18,23,7,7,39,54,7,8,2,4,6,6,12,11,0,1,4,1,3,0,2,4,2,1,3,1,0,6,5,1,"NOTTINGHAM, ENGLAND"
"62150e2a4500004a00cc8889","Amelia Rajecki",4,"Feb, 2022",44,104,1,0,5,1,39,7,7,1,5,28,57,21,28,22,29,10,29,16,26,15,19,31,73,8,19,5,12,6,10,30,27,1,2,18,12,1,5,12,3,1,1,1,0,0,22,15,2,"NOTTINGHAM, ENGLAND"
"6217b3f342000034002ff9b8","Amelia Rajecki",4,"Feb, 2022",64,147,1,0,19,14,65,2,8,6,10,44,78,26,44,26,34,10,34,37,42,22,25,29,70,12,25,23,52,6,14,47,42,2,3,31,23,3,5,5,9,0,10,10,2,2,32,29,4,"NOTTINGHAM, ENGLAND"
"6218fdaa4200004b002ff9f3","Amelia Rajecki",4,"Feb, 2022",82,173,1,0,18,29,51,9,11,4,11,45,88,35,45,32,43,13,43,52,62,18,22,47,101,14,38,21,34,10,15,55,36,13,6,29,15,9,5,7,10,3,5,24,4,1,36,15,0,"NOTTINGHAM, ENGLAND"
"622577fa450000682b833380","Amelia Rajecki",4,"Mar, 2022",65,118,1,1,20,0,43,2,4,4,4,36,64,27,36,24,28,12,28,33,39,6,12,38,69,19,33,8,16,9,11,27,25,0,2,20,18,0,2,6,11,1,8,0,0,0,32,9,2,"NOTTINGHAM, ENGLAND"
"622579cb450000652b833388","Amelia Rajecki",4,"Mar, 2022",58,107,1,1,10,12,38,1,5,6,10,34,53,20,34,14,19,9,19,24,31,7,12,39,70,14,26,5,11,6,9,24,20,0,4,24,18,5,1,1,5,1,4,11,1,0,21,13,4,"NOTTINGHAM, ENGLAND"
"6228dfcc440000f00221411c","Amelia Rajecki",4,"Mar, 2022",77,164,1,0,15,3,62,3,5,5,12,48,88,30,48,35,40,15,40,37,56,16,19,47,106,21,42,9,16,8,15,42,39,0,3,27,23,2,2,18,10,2,3,2,1,0,26,33,3,"NOTTINGHAM, ENGLAND"
"624956f8400000dc92551eea","Amelia Rajecki",4,"Apr, 2022",55,86,1,1,18,20,20,2,4,6,13,22,40,16,22,14,18,11,18,24,28,11,15,38,59,11,20,6,7,6,8,21,16,3,2,8,4,2,2,2,13,2,3,15,3,2,15,3,2,"NOTTINGHAM, ENGLAND"
"624a68b1400000c9af551f30","Amelia Rajecki",4,"Apr, 2022",83,179,1,0,19,11,51,5,12,5,14,49,94,32,49,33,45,16,45,39,55,20,26,60,132,14,27,9,20,8,15,50,32,8,10,31,19,10,2,15,12,2,5,10,1,0,36,14,1,"NOTTINGHAM, ENGLAND"
"625a47d9400000b864c4e2f4","Amelia Rajecki",4,"Apr, 2022",53,80,1,1,8,2,17,3,0,5,8,19,34,16,19,15,15,12,15,23,30,11,13,44,64,7,13,2,3,7,7,14,12,2,0,6,5,1,0,7,5,0,3,2,0,0,8,8,1,"NOTTINGHAM, ENGLAND"
"625b35fe4000008682c4e30a","Amelia Rajecki",4,"Apr, 2022",76,137,1,1,17,3,44,9,7,5,12,40,67,33,40,20,27,13,27,22,33,15,27,60,109,11,21,5,7,9,11,32,29,1,2,23,15,3,5,6,11,1,5,2,0,1,21,23,0,"NOTTINGHAM, ENGLAND"
"627932434100004283366946","Amelia Rajecki",4,"May, 2022",56,88,1,1,22,19,17,0,4,5,7,24,45,19,24,17,21,12,21,18,24,12,14,28,52,19,25,9,11,7,8,14,8,4,2,12,9,1,2,6,7,5,10,9,4,6,8,7,2,"NOTTINGHAM, ENGLAND"
"63d5a555410000f94ec516e2","Amelia Rajecki",5,"Jan, 2023",74,134,0,0,17,33,27,0,3,3,6,34,66,25,34,29,32,17,32,34,43,16,22,42,80,21,36,11,18,9,12,31,17,12,2,20,10,9,1,9,8,4,5,27,4,2,17,9,1,"NOTTINGHAM, ENGLAND"
"63d71a7440000033009fd134","Amelia Rajecki",5,"Jan, 2023",102,199,1,0,15,49,26,8,5,2,14,56,97,45,56,36,41,19,41,42,64,21,33,76,151,21,36,5,12,14,18,41,20,18,3,30,6,22,2,26,9,3,3,41,8,0,12,14,0,"NOTTINGHAM, ENGLAND"
"63def0b84100004991d05f51","Amelia Rajecki",5,"Feb, 2023",74,144,1,1,24,0,57,9,3,3,4,46,74,35,46,25,28,13,28,31,44,18,22,47,82,10,29,17,33,10,13,31,28,0,3,30,29,1,0,9,12,4,8,0,0,0,32,22,3,"NOTTINGHAM, ENGLAND"
